article_id,title,user_id
1298,from scikit-learn model to cloud with wml client,2950
98,how to map usa rivers using ggplot2,2950
107,when machine learning matters · erik bernhardsson,2951
1181,car performance data,2952
237,deep learning with data science experience,2952
936,unstructured and structured data versus repetitive and non-repetitive,2952
87,"this week in data science (july 26, 2016)",2952
193,spark 2.1 and job monitoring available in dsx,2952
1181,car performance data,2952
1146,airbnb data for analytics: trentino reviews,2952
1354,movie recommender system with spark machine learning,2952
1181,car performance data,2952
1354,movie recommender system with spark machine learning,2952
1354,movie recommender system with spark machine learning,2952
109,tensorflow quick tips,2952
164,learn tensorflow and deep learning together and now!,2952
1181,car performance data,2952
1431,visualize car data with brunel,2952
1368,putting a human face on machine learning,2952
1166,analyzing data by using the sparkling.data library features,2952
193,spark 2.1 and job monitoring available in dsx,2952
278,deep learning trends and an example,2952
1181,car performance data,2952
1431,visualize car data with brunel,2952
1271,customer demographics and sales,2952
1431,visualize car data with brunel,2952
68,an introduction to scientific python (and a bit of the maths behind it) – numpy,2952
1008,"2875    hugo larochelle's neural network & deep learni...
Name: title, dtype: object",2953
1008,"2875    hugo larochelle's neural network & deep learni...
Name: title, dtype: object",2953
223,using bigdl in dsx for deep learning on spark,2953
143,0 to life-changing app: scala first steps and an interview with jakob odersky,2953
1052,access db2 warehouse on cloud and db2 with python,2954
844,use the cloudant-spark connector in python notebook,2954
1042,use ibm data science experience to read and write data stored on amazon s3,2954
1186,connect to db2 warehouse on cloud and db2 using scala,2954
1160,analyze accident reports on amazon emr spark,2954
1160,analyze accident reports on amazon emr spark,2954
844,use the cloudant-spark connector in python notebook,2954
18,the greatest public datasets for ai – startup grind,2954
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),2954
1160,analyze accident reports on amazon emr spark,2954
482,using deep learning with keras to predict customer churn,2954
1057,"adolescent fertility rate (births per 1,000 women ages 15-19), worldwide",2954
844,use the cloudant-spark connector in python notebook,2954
730,developing for the ibm streaming analytics service,2954
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),2954
812,"machine learning exercises in python, part 1",2954
124,python machine learning: scikit-learn tutorial,2954
12,timeseries data analysis of iot events by using jupyter notebook,2954
1181,car performance data,2954
444,declarative machine learning,2954
1278,develop a scala spark model on chicago building violations,2954
1428,use decision optimization to schedule league games,2954
1338,ml optimization using cognitive assistant,2954
215,data wrangling with dplyr and tidyr cheat sheet,2955
1396,times world university ranking analysis,2955
880,probabilistic graphical models tutorial — part 1 – stats and bots,2955
250,building your first machine learning system ,2955
1396,times world university ranking analysis,2955
1357,overlapping co-cluster recommendation algorithm (ocular),2955
215,data wrangling with dplyr and tidyr cheat sheet,2955
1314,healthcare python streaming application demo,2955
1396,times world university ranking analysis,2955
250,building your first machine learning system ,2955
1396,times world university ranking analysis,2955
1183,categorize urban density,2955
534,dplyr 0.5.0,2955
1165,analyze precipitation data,2955
250,building your first machine learning system ,2955
1396,times world university ranking analysis,2955
730,developing for the ibm streaming analytics service,2955
673,predict chronic kidney disease using spss modeler flows,2955
534,dplyr 0.5.0,2955
1396,times world university ranking analysis,2955
1396,times world university ranking analysis,2955
673,predict chronic kidney disease using spss modeler flows,2955
138,best packages for data manipulation in r,2955
310,time series prediction using recurrent neural networks (lstms),2956
440,"this week in data science (january 24, 2017)",2957
98,how to map usa rivers using ggplot2,2957
600,access ibm analytics for apache spark from rstudio,2957
8,data science bowl 2017,2957
122,watson machine learning for developers,2957
16,higher-order logistic regression for large datasets,2958
844,use the cloudant-spark connector in python notebook,2958
241,i am not a data scientist – ibm watson data lab,2958
593,upload files to ibm data science experience using the command line,2958
158,d3heatmap: interactive heat maps,2958
1017,the pandas data analysis library,2958
116,practical tutorial on random forest and parameter tuning in r,2958
1166,analyzing data by using the sparkling.data library features,2958
593,upload files to ibm data science experience using the command line,2958
283,twelve ways to color a map of africa using brunel,2958
1420,use apache systemml and spark for machine learning,2958
465,"introduction to neural networks, advantages and applications",2959
641,"perform sentiment analysis with lstms, using tensorflow",2959
193,spark 2.1 and job monitoring available in dsx,2959
390,introducing ibm watson studio ,2959
390,introducing ibm watson studio ,2959
958,using dsx notebooks to analyze github data,2960
1271,customer demographics and sales,2961
1400,uci ml repository: chronic kidney disease data set,2961
1314,healthcare python streaming application demo,2961
1278,develop a scala spark model on chicago building violations,2961
1410,uci: sms spam collection,2961
136,"this week in data science (february 7, 2017)",2961
81,transform anything into a vector,2961
191,"this week in data science (march 28, 2017)",2961
1320,housing (2015): united states demographic measures,2961
51,modern machine learning algorithms,2961
256,xml2 1.0.0,2962
1433,visualize the 1854 london cholera outbreak,2963
1330,insights from new york car accident reports,2963
1330,insights from new york car accident reports,2963
101,how to choose a project to practice data science,2963
142,neural networks for beginners: popular types and applications,2963
1430,"using pixiedust for fast, flexible, and easier data analysis and experimentation",2964
981,super fast string matching in python,2965
142,neural networks for beginners: popular types and applications,2965
74,the 3 kinds of context: machine learning and the art of the frame,2966
25,creating the data science experience,2967
1351,model bike sharing data with spss,2968
1432,visualize data with the matplotlib library,2968
949,apache spark sql analyzer resolves order-by column,2968
609,simple linear regression? do it the bayesian way,2969
669,70 amazing free data sources you should know,2969
1367,programmatic evaluation using watson conversation,2970
1332,intents & examples for ibm watson conversation,2970
1332,intents & examples for ibm watson conversation,2970
1276,deploy your python model as a restful api,2970
723,10 essential algorithms for machine learning engineers,2970
486,use spark r to load and analyze data,2971
486,use spark r to load and analyze data,2971
1330,insights from new york car accident reports,2971
486,use spark r to load and analyze data,2971
645,how to perform a logistic regression in r,2971
143,0 to life-changing app: scala first steps and an interview with jakob odersky,2972
1364,predicting churn with the spss random tree algorithm,2973
1293,finding optimal locations of new store using decision optimization,2973
329,introduction to market basket analysis in python,2973
415,using machine learning to predict value of homes on airbnb,2973
1428,use decision optimization to schedule league games,2973
673,predict chronic kidney disease using spss modeler flows,2973
1192,country statistics: airports,2973
1393,the nurse assignment problem,2973
1343,maximize oil company profits,2973
1393,the nurse assignment problem,2973
1053,access mysql with python,2973
1395,the unit commitment problem,2973
1042,use ibm data science experience to read and write data stored on amazon s3,2973
1293,finding optimal locations of new store using decision optimization,2973
1395,the unit commitment problem,2973
359,optimizing a marketing campaign: moving from predictions to actions,2973
250,building your first machine learning system ,2973
905,the random forest algorithm ,2973
1395,the unit commitment problem,2973
415,using machine learning to predict value of homes on airbnb,2973
173,"10 must attend data science, ml and ai conferences in 2018",2973
1293,finding optimal locations of new store using decision optimization,2973
237,deep learning with data science experience,2973
1395,the unit commitment problem,2973
1395,the unit commitment problem,2973
1393,the nurse assignment problem,2973
1394,the nurse assignment problem data,2973
1393,the nurse assignment problem,2973
1165,analyze precipitation data,2973
1293,finding optimal locations of new store using decision optimization,2973
1394,the nurse assignment problem data,2973
1293,finding optimal locations of new store using decision optimization,2973
1293,finding optimal locations of new store using decision optimization,2973
1428,use decision optimization to schedule league games,2973
1328,income (2015): united states demographic measures,2974
1313,health insurance (2015): united states demographic measures,2974
1436,welcome to pixiedust,2974
1053,access mysql with python,2974
415,using machine learning to predict value of homes on airbnb,2974
542,getting started with python,2974
1163,analyze open data sets with spark & pixiedust,2974
606,web picks (december 2017),2974
1164,analyze open data sets with pandas dataframes,2974
809,use the machine learning library,2974
563,rstudio ide  cheat sheet,2974
1052,access db2 warehouse on cloud and db2 with python,2974
1314,healthcare python streaming application demo,2974
1042,use ibm data science experience to read and write data stored on amazon s3,2974
34,top 10 machine learning use cases: part 1,2974
1185,classify tumors with machine learning,2974
878,10 data science podcasts you need to be listening to right now,2974
645,how to perform a logistic regression in r,2974
132,collecting data science cheat sheets,2974
1436,welcome to pixiedust,2974
943,discover hidden facebook usage insights,2974
1170,"apache spark lab, part 1: basic concepts",2974
1198,country statistics: commercial bank prime lending rate,2974
1314,healthcare python streaming application demo,2974
528,10 tips on using jupyter notebook,2974
1052,access db2 warehouse on cloud and db2 with python,2974
415,using machine learning to predict value of homes on airbnb,2974
1364,predicting churn with the spss random tree algorithm,2974
1017,the pandas data analysis library,2974
1428,use decision optimization to schedule league games,2974
1397,"total employment, by economic activity (thousands)",2974
302,accelerate your workflow with dsx,2974
1338,ml optimization using cognitive assistant,2974
1314,healthcare python streaming application demo,2974
111,tidy up your jupyter notebooks with scripts,2974
1166,analyzing data by using the sparkling.data library features,2974
1402,uci: adult - predict income,2974
1052,access db2 warehouse on cloud and db2 with python,2974
390,introducing ibm watson studio ,2974
173,"10 must attend data science, ml and ai conferences in 2018",2974
1436,welcome to pixiedust,2974
809,use the machine learning library,2974
898,neural language modeling from scratch (part 1),2974
379,data structures related to machine learning algorithms,2974
723,10 essential algorithms for machine learning engineers,2974
1174,breast cancer wisconsin (diagnostic) data set,2974
943,discover hidden facebook usage insights,2974
981,super fast string matching in python,2974
1047,a comparison of logistic regression and naive bayes ,2974
1053,access mysql with python,2974
1160,analyze accident reports on amazon emr spark,2974
302,accelerate your workflow with dsx,2974
1314,healthcare python streaming application demo,2974
1336,learn basics about notebooks and apache spark,2974
427,ibm data catalog is now generally available,2974
1351,model bike sharing data with spss,2974
1172,"apache spark lab, part 3: machine learning",2974
1164,analyze open data sets with pandas dataframes,2974
202,analyze open data sets using pandas in a python notebook,2974
1017,the pandas data analysis library,2974
593,upload files to ibm data science experience using the command line,2974
1393,the nurse assignment problem,2974
1052,access db2 warehouse on cloud and db2 with python,2974
1436,welcome to pixiedust,2974
1052,access db2 warehouse on cloud and db2 with python,2974
528,10 tips on using jupyter notebook,2974
692,15 page tutorial for r,2974
14,got zip code data? prep it for analytics. – ibm watson data lab – medium,2974
142,neural networks for beginners: popular types and applications,2974
583,the million dollar question: where is my data?,2974
695,excel files: loading from object storage — python,2974
189,common excel tasks demonstrated in pandas,2974
1170,"apache spark lab, part 1: basic concepts",2974
1170,"apache spark lab, part 1: basic concepts",2974
975,the data science process,2974
1171,"apache spark lab, part 2: querying data",2974
943,discover hidden facebook usage insights,2974
1163,analyze open data sets with spark & pixiedust,2974
1276,deploy your python model as a restful api,2974
379,data structures related to machine learning algorithms,2974
57,transfer learning for flight delay prediction via variational autoencoders,2974
1114,airbnb data for analytics: new york city calendar,2975
1439,working with ibm cloud object storage in r,2975
194,data science for real-time streaming analytics,2975
125,statistics for hackers,2975
559,"this week in data science (april 4, 2017)",2975
559,"this week in data science (april 4, 2017)",2975
692,15 page tutorial for r,2975
64,predicting gentrification using longitudinal census data,2976
464,use ibm data science experience to detect time series anomalies,2977
464,use ibm data science experience to detect time series anomalies,2977
29,experience iot with coursera,2977
12,timeseries data analysis of iot events by using jupyter notebook,2977
1174,breast cancer wisconsin (diagnostic) data set,2977
153,"predicting flight cancellations using weather data, part 3",2977
809,use the machine learning library,2977
634,working with db2 warehouse on cloud in data science experience,2977
844,use the cloudant-spark connector in python notebook,2977
310,time series prediction using recurrent neural networks (lstms),2977
310,time series prediction using recurrent neural networks (lstms),2977
12,timeseries data analysis of iot events by using jupyter notebook,2977
12,timeseries data analysis of iot events by using jupyter notebook,2977
464,use ibm data science experience to detect time series anomalies,2977
310,time series prediction using recurrent neural networks (lstms),2977
669,70 amazing free data sources you should know,2977
482,using deep learning with keras to predict customer churn,2977
871,overfitting in machine learning: what it is and how to prevent it,2977
12,timeseries data analysis of iot events by using jupyter notebook,2977
1410,uci: sms spam collection,2977
1366,process events from the watson iot platform in a streams python application,2977
844,use the cloudant-spark connector in python notebook,2977
89,top 20 r machine learning and data science packages,2977
969,flightpredict ii: the sequel  – ibm watson data lab,2978
241,i am not a data scientist – ibm watson data lab,2978
729,pixiedust 1.0 is here! – ibm watson data lab,2978
241,i am not a data scientist – ibm watson data lab,2978
969,flightpredict ii: the sequel  – ibm watson data lab,2978
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),2978
130,feature importance and why it's important,2978
158,d3heatmap: interactive heat maps,2979
1162,analyze energy consumption in buildings,2979
20,working interactively with rstudio and notebooks in dsx,2979
20,working interactively with rstudio and notebooks in dsx,2979
116,practical tutorial on random forest and parameter tuning in r,2979
634,working with db2 warehouse on cloud in data science experience,2980
1436,welcome to pixiedust,2980
189,common excel tasks demonstrated in pandas,2980
260,the machine learning database,2980
967,ml algorithm != learning machine,2980
26,using machine learning to predict parking difficulty,2980
283,twelve ways to color a map of africa using brunel,2980
1436,welcome to pixiedust,2980
825,what is smote in an imbalanced class setting (e.g. fraud detection)?,2980
237,deep learning with data science experience,2980
1017,the pandas data analysis library,2980
1391,sudoku,2980
1165,analyze precipitation data,2980
651,analyzing streaming data from kafka topics,2980
1436,welcome to pixiedust,2980
268,sector correlations shiny app,2980
1436,welcome to pixiedust,2980
124,python machine learning: scikit-learn tutorial,2980
18,the greatest public datasets for ai – startup grind,2980
951,shiny 0.12: interactive plots with ggplot2,2980
330,brunel: imitation is a sincere form of flattery,2980
622,htmlwidgets: javascript data visualization for r,2980
1430,"using pixiedust for fast, flexible, and easier data analysis and experimentation",2980
525,new shiny cheat sheet and video tutorial,2980
98,how to map usa rivers using ggplot2,2980
575,the new builders ep. 13: all the data that’s fit to analyze,2980
1044,mapping points with folium,2980
825,what is smote in an imbalanced class setting (e.g. fraud detection)?,2980
1391,sudoku,2980
955,leaflet: interactive web maps with r,2980
1053,access mysql with python,2980
1432,visualize data with the matplotlib library,2980
98,how to map usa rivers using ggplot2,2980
18,the greatest public datasets for ai – startup grind,2980
237,deep learning with data science experience,2980
1028,working with sqlite databases using python and pandas,2980
9,"3992    using apache spark to predict attack vectors a...
Name: title, dtype: object",2980
1050,"jupyter notebooks with scala, python, or r kernels",2980
18,the greatest public datasets for ai – startup grind,2980
692,15 page tutorial for r,2980
682,easy json loading and social sharing in dsx notebooks,2980
1432,visualize data with the matplotlib library,2980
1028,working with sqlite databases using python and pandas,2980
1391,sudoku,2980
98,how to map usa rivers using ggplot2,2980
1431,visualize car data with brunel,2980
1391,sudoku,2980
1391,sudoku,2980
1163,analyze open data sets with spark & pixiedust,2980
108,"520    using notebooks with pixiedust for fast, flexi...
Name: title, dtype: object",2980
1425,use spark for r to load data and run sql queries,2980
1164,analyze open data sets with pandas dataframes,2980
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),2980
109,tensorflow quick tips,2981
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),2981
34,top 10 machine learning use cases: part 1,2981
1427,"use xgboost, scikit-learn & ibm watson machine learning apis",2981
1364,predicting churn with the spss random tree algorithm,2981
194,data science for real-time streaming analytics,2981
195,"artificial intelligence, ethically speaking – inside machine learning – medium",2981
1423,use sql with data in hadoop python,2981
43,deep learning with tensorflow course by big data university,2981
723,10 essential algorithms for machine learning engineers,2981
398,"51822    using apache spark as a parallel processing fr...
Name: title, dtype: object",2981
936,unstructured and structured data versus repetitive and non-repetitive,2981
310,time series prediction using recurrent neural networks (lstms),2981
14,got zip code data? prep it for analytics. – ibm watson data lab – medium,2981
729,pixiedust 1.0 is here! – ibm watson data lab,2981
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),2981
1420,use apache systemml and spark for machine learning,2981
1293,finding optimal locations of new store using decision optimization,2981
43,deep learning with tensorflow course by big data university,2981
1024,using deep learning to reconstruct high-resolution audio,2981
1050,"jupyter notebooks with scala, python, or r kernels",2981
1338,ml optimization using cognitive assistant,2981
465,"introduction to neural networks, advantages and applications",2981
124,python machine learning: scikit-learn tutorial,2981
871,overfitting in machine learning: what it is and how to prevent it,2981
1176,build a python app on the streaming analytics service,2981
110,pixiedust: magic for your python notebook,2981
996,5 practical use cases of social network analytics: going beyond facebook and twitter,2981
124,python machine learning: scikit-learn tutorial,2981
1393,the nurse assignment problem,2981
130,feature importance and why it's important,2981
1360,pixieapp for outlier detection,2981
1296,fortune 100 companies,2981
379,data structures related to machine learning algorithms,2981
110,pixiedust: magic for your python notebook,2981
833,machine learning and the science of choosing,2981
898,neural language modeling from scratch (part 1),2981
120,a dynamic duo – inside machine learning – medium,2981
1368,putting a human face on machine learning,2981
785,interactive time series with dygraphs,2981
1436,welcome to pixiedust,2981
1330,insights from new york car accident reports,2981
1436,welcome to pixiedust,2981
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),2981
911,using machine learning to predict baseball injuries,2981
465,"introduction to neural networks, advantages and applications",2981
379,data structures related to machine learning algorithms,2981
1305,gosales transactions for naive bayes model,2981
1436,welcome to pixiedust,2981
936,unstructured and structured data versus repetitive and non-repetitive,2981
1186,connect to db2 warehouse on cloud and db2 using scala,2981
221,how smart catalogs can turn the big data flood into an ocean of opportunity,2981
1185,classify tumors with machine learning,2981
43,deep learning with tensorflow course by big data university,2981
1047,a comparison of logistic regression and naive bayes ,2981
1163,analyze open data sets with spark & pixiedust,2981
1360,pixieapp for outlier detection,2981
911,using machine learning to predict baseball injuries,2981
1360,pixieapp for outlier detection,2981
862,time series analysis using max/min and neuroscience,2981
295,awesome deep learning papers,2981
101,how to choose a project to practice data science,2981
617,pixiedust gets its first community-driven feature in 1.0.4,2981
1393,the nurse assignment problem,2981
164,learn tensorflow and deep learning together and now!,2981
1274,data model with streaming analytics and python,2981
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),2981
996,5 practical use cases of social network analytics: going beyond facebook and twitter,2981
1351,model bike sharing data with spss,2981
943,discover hidden facebook usage insights,2981
1430,"using pixiedust for fast, flexible, and easier data analysis and experimentation",2981
1360,pixieapp for outlier detection,2981
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),2981
1163,analyze open data sets with spark & pixiedust,2981
40,ensemble learning to improve machine learning results,2981
468,what is hadoop?,2981
336,challenges in deep learning,2981
1393,the nurse assignment problem,2981
184,improving the roi of big data and analytics through leveraging new sources of data,2981
1097,airbnb data for analytics: madrid listings,2982
225,a visual explanation of the back propagation algorithm for neural networks,2982
1360,pixieapp for outlier detection,2982
1277,"54174    detect potentially malfunctioning sensors in r...
Name: title, dtype: object",2982
670,calculate moving averages on real time data with streams designer,2982
1271,customer demographics and sales,2982
1097,airbnb data for analytics: madrid listings,2982
1433,visualize the 1854 london cholera outbreak,2982
1314,healthcare python streaming application demo,2982
1433,visualize the 1854 london cholera outbreak,2982
1097,airbnb data for analytics: madrid listings,2982
80,leverage scikit-learn models with core ml,2982
157,data science of variable selection,2983
329,introduction to market basket analysis in python,2984
1337,life expectancy at birth by country in total years,2984
482,using deep learning with keras to predict customer churn,2984
1164,analyze open data sets with pandas dataframes,2984
250,building your first machine learning system ,2984
812,"machine learning exercises in python, part 1",2985
1004,how to get a job in deep learning,2985
260,the machine learning database,2985
260,the machine learning database,2985
744,spark-based machine learning tools for capturing word meanings,2985
237,deep learning with data science experience,2985
547,trust in data science,2985
237,deep learning with data science experience,2985
54,8 ways to turn data into value with apache spark machine learning,2985
268,sector correlations shiny app,2986
50,graph-based machine learning,2987
1429,use deep learning for image classification,2987
101,how to choose a project to practice data science,2987
1338,ml optimization using cognitive assistant,2988
1338,ml optimization using cognitive assistant,2988
422,brunel 2.0 preview,2988
1431,visualize car data with brunel,2988
632,hyperparameter optimization: sven hafeneger,2988
1343,maximize oil company profits,2988
1351,model bike sharing data with spss,2988
1403,uci: car evaluation,2988
1431,visualize car data with brunel,2988
1314,healthcare python streaming application demo,2988
131,simple graphing with ipython and pandas,2988
1162,analyze energy consumption in buildings,2988
1338,ml optimization using cognitive assistant,2988
1430,"using pixiedust for fast, flexible, and easier data analysis and experimentation",2988
1162,analyze energy consumption in buildings,2988
1162,analyze energy consumption in buildings,2988
1436,welcome to pixiedust,2988
1432,visualize data with the matplotlib library,2988
1360,pixieapp for outlier detection,2988
14,got zip code data? prep it for analytics. – ibm watson data lab – medium,2988
1332,intents & examples for ibm watson conversation,2989
1422,use r dataframes & ibm watson natural language understanding,2989
1332,intents & examples for ibm watson conversation,2989
193,spark 2.1 and job monitoring available in dsx,2989
1400,uci ml repository: chronic kidney disease data set,2990
191,"this week in data science (march 28, 2017)",2990
427,ibm data catalog is now generally available,2991
1271,customer demographics and sales,2991
1429,use deep learning for image classification,2991
583,the million dollar question: where is my data?,2991
0,detect malfunctioning iot sensors with streaming analytics,2991
336,challenges in deep learning,2991
1368,putting a human face on machine learning,2991
1305,gosales transactions for naive bayes model,2992
1393,the nurse assignment problem,2992
959,understanding empirical bayes estimation (using baseball statistics),2992
1337,life expectancy at birth by country in total years,2992
1232,country statistics: life expectancy at birth,2992
1296,fortune 100 companies,2992
1330,insights from new york car accident reports,2992
1160,analyze accident reports on amazon emr spark,2992
1282,employed population by occupation and age,2992
1432,visualize data with the matplotlib library,2992
833,machine learning and the science of choosing,2992
1282,employed population by occupation and age,2992
1416,united states demographic measures: population and age,2992
1416,united states demographic measures: population and age,2992
1314,healthcare python streaming application demo,2992
390,introducing ibm watson studio ,2992
1160,analyze accident reports on amazon emr spark,2992
1314,healthcare python streaming application demo,2992
1305,gosales transactions for naive bayes model,2992
1364,predicting churn with the spss random tree algorithm,2993
1054,access mysql with r,2993
1367,programmatic evaluation using watson conversation,2993
1054,access mysql with r,2993
1338,ml optimization using cognitive assistant,2993
1282,employed population by occupation and age,2993
1054,access mysql with r,2993
173,"10 must attend data science, ml and ai conferences in 2018",2993
1282,employed population by occupation and age,2993
1330,insights from new york car accident reports,2993
1436,welcome to pixiedust,2993
429,why relational databases and r?,2993
1367,programmatic evaluation using watson conversation,2993
1170,"apache spark lab, part 1: basic concepts",2993
1367,programmatic evaluation using watson conversation,2993
1171,"apache spark lab, part 2: querying data",2993
34,top 10 machine learning use cases: part 1,2993
1172,"apache spark lab, part 3: machine learning",2993
1314,healthcare python streaming application demo,2993
1367,programmatic evaluation using watson conversation,2993
1338,ml optimization using cognitive assistant,2993
1437,what caused the challenger disaster?,2993
429,why relational databases and r?,2993
959,understanding empirical bayes estimation (using baseball statistics),2994
82,build a logistic regression model with wml & dsx,2994
880,probabilistic graphical models tutorial — part 1 – stats and bots,2995
122,watson machine learning for developers,2995
164,learn tensorflow and deep learning together and now!,2995
158,d3heatmap: interactive heat maps,2996
1396,times world university ranking analysis,2997
138,best packages for data manipulation in r,2997
1398,total population by country,2998
1398,total population by country,2998
1398,total population by country,2998
1282,employed population by occupation and age,2998
32,a kaggler's guide to model stacking in practice,2998
1361,"population below national poverty line, total, percentage",2999
1369,ratio (% of population) at national poverty line by country,2999
1052,access db2 warehouse on cloud and db2 with python,3000
634,working with db2 warehouse on cloud in data science experience,3000
1271,customer demographics and sales,3000
1271,customer demographics and sales,3000
125,statistics for hackers,3000
534,dplyr 0.5.0,3001
297,dimensionality reduction algorithms,3002
1324,ibm watson facebook posts for 2015,3003
1174,breast cancer wisconsin (diagnostic) data set,3003
232,self-service data preparation with ibm data refinery,3003
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),3004
125,statistics for hackers,3004
125,statistics for hackers,3004
268,sector correlations shiny app,3004
98,how to map usa rivers using ggplot2,3004
1178,cifar-100 - python version,3004
109,tensorflow quick tips,3004
369,upload data and create data frames in jupyter notebooks,3004
593,upload files to ibm data science experience using the command line,3004
124,python machine learning: scikit-learn tutorial,3004
1178,cifar-100 - python version,3004
593,upload files to ibm data science experience using the command line,3004
151,jupyter notebook tutorial,3004
1314,healthcare python streaming application demo,3004
32,a kaggler's guide to model stacking in practice,3004
730,developing for the ibm streaming analytics service,3004
369,upload data and create data frames in jupyter notebooks,3004
1044,mapping points with folium,3004
260,the machine learning database,3004
1025,data tidying in data science experience,3004
933,workflow in r,3004
107,when machine learning matters · erik bernhardsson,3004
1185,classify tumors with machine learning,3004
124,python machine learning: scikit-learn tutorial,3004
1025,data tidying in data science experience,3004
600,access ibm analytics for apache spark from rstudio,3004
462,i'd rather predict basketball games than elections: elastic nba rankings,3004
588,tidyr 0.6.0,3004
600,access ibm analytics for apache spark from rstudio,3004
1391,sudoku,3004
1423,use sql with data in hadoop python,3004
369,upload data and create data frames in jupyter notebooks,3004
268,sector correlations shiny app,3004
1014,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",3004
124,python machine learning: scikit-learn tutorial,3004
600,access ibm analytics for apache spark from rstudio,3004
98,how to map usa rivers using ggplot2,3004
125,statistics for hackers,3004
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),3004
933,workflow in r,3004
98,how to map usa rivers using ggplot2,3004
107,when machine learning matters · erik bernhardsson,3004
39,pulling and displaying etf data,3004
932,pseudo-labeling a simple semi-supervised learning method,3004
215,data wrangling with dplyr and tidyr cheat sheet,3004
729,pixiedust 1.0 is here! – ibm watson data lab,3004
1276,deploy your python model as a restful api,3005
1354,movie recommender system with spark machine learning,3005
495,top 10 machine learning algorithms for beginners,3005
542,getting started with python,3005
1293,finding optimal locations of new store using decision optimization,3005
1170,"apache spark lab, part 1: basic concepts",3005
1159,analyze facebook data using ibm watson and watson studio,3005
1164,analyze open data sets with pandas dataframes,3005
1429,use deep learning for image classification,3005
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),3005
846,pearson correlation aggregation on sparksql,3005
1261,country statistics: telephones - mobile cellular,3005
20,working interactively with rstudio and notebooks in dsx,3005
542,getting started with python,3005
563,rstudio ide  cheat sheet,3005
975,the data science process,3005
1052,access db2 warehouse on cloud and db2 with python,3005
1053,access mysql with python,3005
1260,country statistics: telephones - fixed lines,3005
151,jupyter notebook tutorial,3005
1051,a tensorflow regression model to predict house values,3005
51,modern machine learning algorithms,3005
108,"520    using notebooks with pixiedust for fast, flexi...
Name: title, dtype: object",3005
1053,access mysql with python,3005
477,markdown for jupyter notebooks cheatsheet,3005
1170,"apache spark lab, part 1: basic concepts",3005
1054,access mysql with r,3005
1276,deploy your python model as a restful api,3005
651,analyzing streaming data from kafka topics,3005
369,upload data and create data frames in jupyter notebooks,3005
1349,"mobile-cellular telephone subscriptions per 100 inhabitants, worldwide",3005
1261,country statistics: telephones - mobile cellular,3005
1437,what caused the challenger disaster?,3005
1260,country statistics: telephones - fixed lines,3005
821,using rstudio in ibm data science experience,3005
1336,learn basics about notebooks and apache spark,3005
1051,a tensorflow regression model to predict house values,3005
1163,analyze open data sets with spark & pixiedust,3005
1423,use sql with data in hadoop python,3005
936,unstructured and structured data versus repetitive and non-repetitive,3005
1354,movie recommender system with spark machine learning,3005
1053,access mysql with python,3005
1336,learn basics about notebooks and apache spark,3005
1190,country population by gender 1985-2005,3005
600,access ibm analytics for apache spark from rstudio,3005
1159,analyze facebook data using ibm watson and watson studio,3005
1426,use spark for scala to load data and run sql queries,3005
1164,analyze open data sets with pandas dataframes,3005
844,use the cloudant-spark connector in python notebook,3005
1165,analyze precipitation data,3005
1436,welcome to pixiedust,3005
411,0 to life-changing app: new apache systemml api on spark shell,3005
1165,analyze precipitation data,3005
1170,"apache spark lab, part 1: basic concepts",3005
1397,"total employment, by economic activity (thousands)",3005
130,feature importance and why it's important,3005
1386,small steps to tensorflow,3005
906,jupyter (ipython) notebooks features,3005
173,"10 must attend data science, ml and ai conferences in 2018",3005
1437,what caused the challenger disaster?,3005
681,real-time sentiment analysis of twitter hashtags with spark (+ pixiedust),3005
1197,country statistics: children under the age of 5 years underweight,3005
1160,analyze accident reports on amazon emr spark,3005
641,"perform sentiment analysis with lstms, using tensorflow",3005
1054,access mysql with r,3005
1436,welcome to pixiedust,3005
975,the data science process,3005
1338,ml optimization using cognitive assistant,3005
1403,uci: car evaluation,3005
1054,access mysql with r,3005
975,the data science process,3005
1067,airbnb data for analytics: athens listings,3005
665,get social with your notebooks in dsx,3005
1053,access mysql with python,3005
936,unstructured and structured data versus repetitive and non-repetitive,3005
369,upload data and create data frames in jupyter notebooks,3005
1061,airbnb data for analytics: amsterdam reviews,3005
1338,ml optimization using cognitive assistant,3005
12,timeseries data analysis of iot events by using jupyter notebook,3005
812,"machine learning exercises in python, part 1",3005
722,visual information theory ,3005
1052,access db2 warehouse on cloud and db2 with python,3005
508,data science in the cloud,3005
